transaction_id,total_cost,transaction_time,transaction_date,transaction_type,customer_id,employee_id,week_number
62844,32.97,16:53:54,2024-06-04,Credit/Debit,,7,23
62845,43.71,12:16:37,2024-08-16,Gift Card,,5,33
62846,36.04,18:02:16,2024-06-09,Gift Card,,3,23
62847,45.37,13:09:47,2024-07-17,Credit/Debit,,12,29
62848,47.77,12:35:47,2024-04-28,Gift Card,218,,17
62849,31.07,10:21:20,2024-11-09,Credit/Debit,888,,45
62850,12.19,14:05:26,2024-02-24,Credit/Debit,,8,8
62851,12.86,14:19:41,2024-07-24,Credit/Debit,727,,30
62852,28.63,18:25:28,2024-02-01,Credit/Debit,,7,5
62853,35.84,13:26:53,2024-09-16,Gift Card,,1,38
62854,9.79,12:11:54,2024-08-24,Credit/Debit,,9,34
62855,20.07,10:06:16,2024-05-23,Credit/Debit,,10,21
62856,16.16,15:48:43,2024-01-29,Credit/Debit,,8,5
62857,23.71,10:50:10,2024-03-07,Gift Card,,13,10
62858,48.19,11:49:28,2024-10-14,Gift Card,,1,42
62859,39.24,14:42:49,2024-05-27,Credit/Debit,927,,22
62860,17.74,17:18:54,2024-03-21,Credit/Debit,,13,12
62861,25.95,16:11:44,2024-05-24,Credit/Debit,817,,21
62862,15.49,16:59:22,2024-04-21,Gift Card,,7,16
62863,13.34,12:21:06,2024-10-13,Credit/Debit,,4,41
62864,13.79,16:14:05,2024-05-11,Gift Card,,3,19
62865,28.59,17:16:26,2024-12-03,Gift Card,16,,49
62866,31.02,21:12:08,2024-07-13,Credit/Debit,,12,28
62867,38.58,15:17:55,2024-06-25,Credit/Debit,,12,26
62868,14.27,20:05:44,2024-05-29,Gift Card,640,,22
62869,46.43,21:09:18,2024-06-14,Credit/Debit,,9,24
62870,15.34,20:11:38,2024-04-18,Credit/Debit,121,,16
62871,25.55,18:51:24,2024-11-07,Gift Card,,8,45
62872,46.97,13:21:20,2024-03-28,Credit/Debit,374,,13
62873,29.44,20:58:57,2024-08-17,Gift Card,754,,33
62874,25.78,14:11:13,2024-07-01,Gift Card,429,,27
62875,32.33,14:28:38,2024-08-05,Gift Card,,2,32
62876,48.49,20:46:06,2024-02-14,Credit/Debit,644,,7
62877,17.03,12:46:14,2024-10-25,Credit/Debit,924,,43
62878,39.71,17:49:10,2024-11-24,Credit/Debit,868,,47
62879,35.45,13:31:15,2024-05-21,Credit/Debit,358,,21
62880,9.71,19:26:06,2024-09-30,Credit/Debit,,4,40
62881,34.39,18:27:25,2024-11-23,Credit/Debit,283,,47
62882,39.98,21:16:42,2024-09-05,Gift Card,,6,36
62883,37.49,18:24:56,2024-05-28,Credit/Debit,,3,22
62884,36.27,13:21:39,2024-07-24,Gift Card,,9,30
62885,38.09,10:11:31,2024-10-09,Gift Card,,13,41
62886,18.61,21:41:27,2024-12-08,Gift Card,,9,49
62887,23.32,11:42:32,2024-08-14,Credit/Debit,,13,33
62888,14.57,19:21:18,2024-11-28,Credit/Debit,,6,48
62889,46.16,21:24:42,2024-04-29,Credit/Debit,,2,18
62890,39.06,20:23:25,2024-11-29,Credit/Debit,,4,48
62891,12.2,16:29:45,2024-04-17,Credit/Debit,884,,16
62892,13.9,15:06:11,2024-04-01,Credit/Debit,229,,14
62893,48.52,14:43:41,2024-03-10,Gift Card,152,,10
62894,37.47,18:26:01,2024-10-08,Credit/Debit,325,,41
62895,30.86,14:38:48,2024-12-06,Gift Card,,2,49
62896,28.26,15:15:34,2024-01-18,Credit/Debit,,10,3
62897,26.5,21:02:29,2024-05-17,Gift Card,,4,20
62898,9.75,13:52:35,2024-09-16,Credit/Debit,,6,38
62899,8.5,12:02:53,2024-09-19,Credit/Debit,,7,38
62900,12.47,19:46:57,2024-04-21,Credit/Debit,,7,16
62901,29.51,21:23:03,2024-11-07,Gift Card,,10,45
62902,39.37,18:31:05,2024-01-02,Credit/Debit,140,,1
62903,16.37,11:10:45,2024-03-19,Credit/Debit,966,,12
62904,41.72,15:23:07,2024-05-25,Credit/Debit,,7,21
62905,23.47,16:33:02,2024-03-11,Gift Card,,13,11
62906,41.43,20:00:19,2024-01-06,Credit/Debit,990,,1
62907,28.64,19:09:12,2024-08-05,Credit/Debit,,12,32
62908,13.02,20:19:24,2024-03-19,Credit/Debit,821,,12
62909,36.06,21:41:02,2024-07-22,Credit/Debit,,1,30
62910,36.92,14:54:58,2024-09-21,Gift Card,569,,38
62911,37.22,14:43:27,2024-05-08,Gift Card,,7,19
62912,36.12,10:53:14,2024-08-21,Credit/Debit,504,,34
62913,24.05,18:30:53,2024-05-27,Credit/Debit,,12,22
62914,10.28,20:12:01,2024-10-23,Gift Card,819,,43
62915,6.12,11:14:34,2024-01-10,Credit/Debit,533,,2
62916,39.57,11:08:27,2024-07-16,Gift Card,,12,29
62917,27.53,12:24:14,2024-04-30,Gift Card,179,,18
62918,15.39,12:01:36,2024-08-14,Gift Card,,11,33
62919,17.9,20:00:56,2024-10-15,Gift Card,414,,42
62920,16.03,10:14:55,2024-02-28,Gift Card,,2,9
62921,30.96,19:02:57,2024-10-25,Gift Card,,4,43
62922,48.86,12:31:36,2024-07-27,Gift Card,606,,30
62923,10.58,16:15:53,2024-04-03,Gift Card,445,,14
62924,38.09,11:50:32,2024-01-16,Credit/Debit,,8,3
62925,15.16,13:59:39,2024-09-05,Gift Card,,1,36
62926,34.44,14:46:45,2024-02-04,Credit/Debit,984,,5
62927,38.15,13:43:01,2024-11-25,Gift Card,,9,48
62928,17.27,11:00:23,2024-04-02,Gift Card,,3,14
62929,27.45,19:14:28,2024-02-17,Gift Card,,5,7
62930,29.7,16:20:45,2024-09-04,Credit/Debit,,11,36
62931,32.01,19:58:56,2024-08-21,Gift Card,151,,34
62932,41.19,11:09:39,2024-03-22,Gift Card,618,,12
62933,30.08,21:01:58,2024-07-05,Gift Card,172,,27
62934,16.99,15:42:57,2024-05-16,Gift Card,,1,20
62935,29.68,16:17:33,2024-07-01,Gift Card,,11,27
62936,6.62,16:11:08,2024-10-19,Gift Card,,4,42
62937,41.63,14:16:08,2024-10-25,Credit/Debit,,10,43
62938,21.5,11:50:20,2024-08-24,Gift Card,322,,34
62939,26.37,12:56:20,2024-01-17,Credit/Debit,,12,3
62940,23.55,20:22:15,2024-03-12,Gift Card,,5,11
62941,14.48,10:52:17,2024-07-02,Credit/Debit,319,,27
62942,15.25,17:44:55,2024-01-09,Gift Card,42,,2
62943,26.53,10:40:32,2024-10-01,Credit/Debit,,11,40
62944,45.8,20:12:14,2024-12-03,Gift Card,397,,49
62945,42.21,15:00:42,2024-08-04,Gift Card,,7,31
62946,26.29,19:52:09,2024-04-24,Gift Card,,4,17
62947,35.28,12:02:00,2024-08-07,Gift Card,,6,32
62948,42.13,18:54:47,2024-03-19,Gift Card,946,,12
62949,38.95,20:40:39,2024-07-19,Gift Card,,12,29
62950,25.56,11:49:00,2024-11-02,Credit/Debit,307,,44
62951,45.89,10:46:04,2024-12-08,Credit/Debit,829,,49
62952,14.19,17:19:13,2024-05-19,Credit/Debit,34,,20
62953,25.01,17:32:55,2024-01-17,Credit/Debit,,8,3
62954,48.61,21:12:10,2024-01-10,Gift Card,,1,2
62955,27.62,13:42:17,2024-04-21,Credit/Debit,,10,16
62956,24.91,11:22:10,2024-11-16,Gift Card,904,,46
62957,32.34,21:16:32,2024-02-23,Gift Card,,3,8
62958,49.13,12:45:34,2024-06-20,Gift Card,662,,25
62959,38.89,10:22:46,2024-03-05,Credit/Debit,,12,10
62960,47.23,15:52:18,2024-03-06,Credit/Debit,,4,10
62961,15.77,19:57:03,2024-06-09,Credit/Debit,,8,23
62962,7.09,12:33:45,2024-06-30,Credit/Debit,181,,26
62963,16.77,16:51:41,2024-02-18,Credit/Debit,,9,7
62964,47.29,18:40:03,2024-11-21,Gift Card,,4,47
62965,42.04,13:42:14,2024-04-16,Credit/Debit,,3,16
62966,8.49,14:29:36,2024-07-08,Credit/Debit,,5,28
62967,43.49,18:57:35,2024-03-13,Credit/Debit,32,,11
62968,25.33,17:59:06,2024-09-26,Gift Card,,1,39
62969,11.92,20:20:37,2024-01-16,Credit/Debit,791,,3
62970,27.54,19:40:03,2024-11-19,Gift Card,,6,47
62971,6.4,18:44:39,2024-01-27,Gift Card,589,,4
62972,40.08,21:37:04,2024-09-23,Gift Card,,7,39
62973,21.18,19:20:20,2024-11-19,Gift Card,,8,47
62974,20.56,14:05:29,2024-11-04,Gift Card,242,,45
62975,8.28,13:21:54,2024-03-09,Gift Card,,9,10
62976,26.27,17:47:52,2024-01-10,Credit/Debit,,6,2
62977,39.67,16:53:09,2024-11-09,Credit/Debit,,11,45
62978,40.66,15:51:12,2024-01-31,Gift Card,800,,5
62979,30.02,10:29:53,2024-09-17,Credit/Debit,142,,38
62980,6.43,20:51:15,2024-05-29,Credit/Debit,429,,22
62981,34.16,15:41:05,2024-02-20,Credit/Debit,,1,8
62982,10.35,21:43:19,2024-07-20,Gift Card,377,,29
62983,24.03,13:18:48,2024-06-06,Credit/Debit,,11,23
62984,7.16,15:22:56,2024-03-30,Credit/Debit,,12,13
62985,14.46,19:14:26,2024-06-25,Credit/Debit,138,,26
62986,44.88,11:59:54,2024-01-26,Gift Card,,12,4
62987,24.85,19:58:22,2024-01-16,Credit/Debit,,8,3
62988,6.36,15:47:37,2024-11-18,Credit/Debit,9,,47
62989,10.73,14:46:47,2024-01-18,Gift Card,,7,3
62990,20.61,13:54:39,2024-06-25,Credit/Debit,,12,26
62991,5.45,19:54:20,2024-05-26,Credit/Debit,306,,21
62992,30.46,20:46:36,2024-10-06,Gift Card,,1,40
62993,12.33,10:25:46,2024-11-24,Credit/Debit,335,,47
62994,23.88,14:23:49,2024-02-01,Gift Card,,9,5
62995,41.62,16:04:17,2024-04-11,Gift Card,,11,15
62996,42.13,18:14:01,2024-04-23,Gift Card,,2,17
62997,26.83,10:46:35,2024-02-14,Gift Card,,2,7
62998,5.17,17:38:27,2024-11-11,Credit/Debit,,5,46
62999,49.96,16:52:05,2024-02-23,Gift Card,41,,8
63000,29.59,19:47:01,2024-05-24,Gift Card,,6,21
63001,26.73,11:19:28,2024-01-04,Credit/Debit,867,,1
63002,16.16,17:43:18,2024-03-19,Gift Card,603,,12
63003,38.86,17:20:22,2024-08-25,Gift Card,,13,34
63004,43.63,21:50:16,2024-05-02,Credit/Debit,,5,18
63005,40.64,20:37:05,2024-07-19,Gift Card,162,,29
63006,28.18,19:09:14,2024-04-08,Gift Card,391,,15
63007,16.17,16:26:11,2024-07-10,Credit/Debit,,6,28
63008,25.4,15:06:35,2024-04-14,Credit/Debit,982,,15
63009,22.16,20:19:12,2024-09-10,Credit/Debit,959,,37
63010,36.75,16:23:39,2024-09-05,Credit/Debit,457,,36
63011,7.13,21:30:01,2024-01-18,Gift Card,,6,3
63012,24.16,17:44:44,2024-06-05,Credit/Debit,,11,23
63013,13.18,11:34:02,2024-09-22,Gift Card,87,,38
63014,23.15,18:45:11,2024-11-30,Credit/Debit,,5,48
63015,48.78,21:18:01,2024-02-26,Credit/Debit,475,,9
63016,11.5,20:14:27,2024-08-11,Credit/Debit,631,,32
63017,18.44,15:47:48,2024-05-15,Credit/Debit,,7,20
63018,26.4,11:11:56,2024-10-26,Gift Card,,10,43
63019,48.82,13:52:07,2024-01-15,Credit/Debit,110,,3
63020,34.49,14:20:01,2024-07-04,Credit/Debit,795,,27
63021,5.66,18:56:38,2024-07-12,Credit/Debit,426,,28
63022,17.66,17:13:33,2024-06-28,Credit/Debit,683,,26
63023,12.22,15:31:24,2024-07-24,Credit/Debit,,10,30
63024,35.64,21:10:46,2024-02-26,Gift Card,561,,9
63025,10.05,12:43:07,2024-08-31,Gift Card,183,,35
63026,6.72,12:32:52,2024-12-07,Credit/Debit,534,,49
63027,32.11,20:00:08,2024-07-05,Credit/Debit,,10,27
63028,11.93,20:06:39,2024-11-20,Credit/Debit,,4,47
63029,20.1,12:46:54,2024-09-25,Credit/Debit,508,,39
63030,15.84,14:13:54,2024-09-16,Credit/Debit,873,,38
63031,22.06,11:30:13,2024-08-28,Credit/Debit,153,,35
63032,18.52,12:46:03,2024-04-03,Credit/Debit,,8,14
63033,46.35,21:46:18,2024-04-10,Credit/Debit,,3,15
63034,39.6,13:37:26,2024-09-10,Gift Card,,11,37
63035,35.17,19:10:49,2024-03-07,Gift Card,,11,10
63036,43.3,15:09:36,2024-06-17,Credit/Debit,140,,25
63037,42.65,13:10:24,2024-04-13,Gift Card,871,,15
63038,13.22,19:01:05,2024-10-29,Gift Card,,8,44
63039,21.08,19:13:31,2024-02-06,Gift Card,534,,6
63040,10.89,17:13:03,2024-08-12,Credit/Debit,,5,33
63041,36.42,21:19:02,2024-03-12,Gift Card,,11,11
63042,5.64,14:34:31,2024-07-02,Credit/Debit,,6,27
63043,19.82,14:03:21,2024-04-01,Gift Card,547,,14
63044,14.2,10:20:35,2024-04-21,Gift Card,,5,16
63045,19.19,16:53:13,2024-04-07,Gift Card,,6,14
63046,24.28,12:47:27,2024-04-13,Gift Card,,7,15
63047,15.86,18:41:34,2024-05-28,Credit/Debit,906,,22
63048,18.13,11:56:28,2024-07-15,Credit/Debit,626,,29
63049,5.58,13:48:53,2024-01-10,Gift Card,331,,2
63050,28.09,19:52:33,2024-05-05,Credit/Debit,,12,18
63051,28.76,12:04:51,2024-03-12,Gift Card,,10,11
63052,38.82,17:45:56,2024-09-07,Credit/Debit,,8,36
63053,34.66,10:30:41,2024-04-21,Gift Card,407,,16
63054,7.47,14:28:15,2024-03-11,Credit/Debit,,11,11
63055,33.95,16:47:02,2024-02-14,Credit/Debit,623,,7
63056,39.2,19:49:30,2024-02-14,Gift Card,142,,7
63057,43.11,15:42:09,2024-01-15,Gift Card,153,,3
63058,47.25,19:04:18,2024-09-23,Credit/Debit,,9,39
63059,8.26,19:33:35,2024-02-27,Credit/Debit,,7,9
63060,17.38,14:40:45,2024-06-06,Credit/Debit,839,,23
63061,22.98,14:59:59,2024-03-12,Gift Card,,6,11
63062,37.38,13:13:38,2024-03-13,Credit/Debit,104,,11
63063,24.83,18:46:17,2024-07-15,Credit/Debit,677,,29
63064,46.19,21:33:04,2024-10-15,Gift Card,,10,42
63065,42.19,16:33:56,2024-12-08,Gift Card,64,,49
63066,7.25,10:09:38,2024-07-02,Gift Card,,7,27
63067,31.67,21:19:31,2024-05-10,Gift Card,837,,19
63068,47.4,12:27:40,2024-01-23,Gift Card,,4,4
63069,26.02,18:07:40,2024-10-29,Credit/Debit,503,,44
63070,35.37,19:13:13,2024-10-22,Gift Card,,13,43
63071,14.93,13:26:22,2024-04-05,Gift Card,243,,14
63072,34.67,13:37:50,2024-05-30,Credit/Debit,320,,22
63073,7.87,20:46:00,2024-02-28,Credit/Debit,250,,9
63074,47.29,12:13:55,2024-06-25,Credit/Debit,691,,26
63075,38.35,17:37:21,2024-11-07,Credit/Debit,,7,45
63076,19.52,18:11:51,2024-01-09,Credit/Debit,905,,2
63077,30.42,20:13:40,2024-06-02,Credit/Debit,15,,22
63078,14.58,19:30:42,2024-02-17,Gift Card,,9,7
63079,8.19,13:39:31,2024-06-01,Credit/Debit,,2,22
63080,24.41,15:32:49,2024-09-16,Gift Card,,2,38
63081,35.38,16:42:39,2024-02-19,Gift Card,,4,8
63082,42.18,11:09:35,2024-08-28,Credit/Debit,275,,35
63083,8.23,10:43:11,2024-08-20,Credit/Debit,,5,34
63084,15.09,17:03:49,2024-06-25,Gift Card,,8,26
63085,21.61,12:29:40,2024-05-30,Credit/Debit,319,,22
63086,39.67,20:39:21,2024-04-28,Gift Card,,6,17
63087,16.64,20:55:00,2024-10-10,Gift Card,931,,41
63088,46.45,20:21:21,2024-04-25,Credit/Debit,,10,17
63089,12.47,20:01:30,2024-04-07,Gift Card,233,,14
63090,20.93,17:05:40,2024-06-23,Gift Card,350,,25
63091,35.24,19:55:07,2024-04-16,Credit/Debit,,9,16
63092,24.91,11:21:36,2024-03-01,Gift Card,334,,9
63093,36.24,17:40:21,2024-06-17,Credit/Debit,975,,25
63094,8.69,21:00:29,2024-11-14,Credit/Debit,334,,46
63095,45.27,17:00:40,2024-09-19,Gift Card,,2,38
63096,45.25,19:43:37,2024-01-14,Gift Card,807,,2
63097,25.91,15:25:57,2024-12-02,Credit/Debit,180,,49
63098,31.34,19:09:13,2024-09-04,Credit/Debit,,9,36
63099,21.83,18:38:34,2024-01-02,Credit/Debit,,1,1
63100,47.75,19:58:52,2024-01-24,Gift Card,107,,4
63101,24.96,19:25:33,2024-03-25,Credit/Debit,,4,13
63102,13.39,21:40:31,2024-05-05,Credit/Debit,645,,18
63103,6.19,14:47:36,2024-07-24,Gift Card,,8,30
63104,35.79,14:29:45,2024-07-25,Gift Card,,13,30
63105,27.85,18:09:28,2024-01-27,Gift Card,,4,4
63106,27.85,18:29:41,2024-05-25,Gift Card,442,,21
63107,38.28,13:44:30,2024-04-29,Credit/Debit,183,,18
63108,40.82,15:29:59,2024-10-01,Credit/Debit,380,,40
63109,36.79,15:52:04,2024-02-19,Credit/Debit,,1,8
63110,44.45,13:06:32,2024-09-02,Credit/Debit,,8,36
63111,10.8,13:37:42,2024-03-28,Gift Card,144,,13
63112,15.79,11:45:00,2024-01-21,Gift Card,,11,3
63113,43.16,10:36:57,2024-08-07,Credit/Debit,,5,32
63114,45.72,15:19:54,2024-09-15,Credit/Debit,,11,37
63115,13.19,11:18:20,2024-09-16,Credit/Debit,160,,38
63116,33.62,19:58:40,2024-10-19,Credit/Debit,347,,42
63117,16.32,11:48:36,2024-06-21,Gift Card,,2,25
63118,38.35,11:35:52,2024-05-15,Credit/Debit,257,,20
63119,28.94,15:24:19,2024-10-23,Credit/Debit,,10,43
63120,40.51,12:58:34,2024-07-15,Credit/Debit,,6,29
63121,35.06,14:05:48,2024-10-14,Credit/Debit,,2,42
63122,33.27,21:31:45,2024-12-06,Gift Card,190,,49
63123,23.4,15:18:11,2024-03-22,Credit/Debit,,6,12
63124,8.01,10:54:22,2024-10-07,Credit/Debit,,10,41
63125,48.93,13:58:48,2024-09-14,Credit/Debit,,9,37
63126,12.95,16:22:36,2024-09-08,Credit/Debit,666,,36
63127,21.19,13:51:55,2024-09-17,Credit/Debit,357,,38
63128,32.55,12:55:26,2024-05-12,Credit/Debit,,13,19
63129,41.95,19:49:39,2024-03-03,Gift Card,,8,9
63130,20.39,21:32:11,2024-08-26,Credit/Debit,,7,35
63131,46.58,17:31:46,2024-03-13,Gift Card,950,,11
63132,14.1,10:32:42,2024-12-05,Gift Card,359,,49
63133,33.95,18:27:03,2024-03-03,Gift Card,726,,9
63134,43.63,20:20:24,2024-02-12,Credit/Debit,930,,7
63135,41.23,16:06:51,2024-11-08,Credit/Debit,760,,45
63136,13.13,11:20:06,2024-02-24,Credit/Debit,429,,8
63137,33.57,13:41:57,2024-09-23,Credit/Debit,,6,39
63138,9.98,15:04:33,2024-03-31,Credit/Debit,,3,13
63139,47.5,19:46:11,2024-10-08,Gift Card,485,,41
63140,10.8,11:49:36,2024-08-12,Credit/Debit,,2,33
63141,31.66,10:51:06,2024-09-23,Credit/Debit,,13,39
63142,41.31,20:55:19,2024-06-15,Gift Card,,6,24
63143,33.63,14:21:23,2024-10-16,Credit/Debit,155,,42
63144,17.63,12:26:46,2024-10-16,Gift Card,857,,42
63145,5.33,18:41:42,2024-11-09,Credit/Debit,169,,45
63146,35.92,14:40:04,2024-03-13,Gift Card,805,,11
63147,7.92,14:18:55,2024-05-31,Credit/Debit,852,,22
63148,22.19,16:09:10,2024-04-08,Credit/Debit,,10,15
63149,26.1,10:18:12,2024-01-27,Credit/Debit,521,,4
63150,35.74,16:18:05,2024-10-31,Credit/Debit,,8,44
63151,36.72,16:14:10,2024-10-15,Credit/Debit,,5,42
63152,6.02,14:46:56,2024-11-11,Gift Card,714,,46
63153,18.74,16:01:24,2024-07-31,Gift Card,538,,31
63154,16.61,15:23:44,2024-11-03,Credit/Debit,371,,44
63155,45.13,18:56:03,2024-07-28,Gift Card,,4,30
63156,8.25,14:22:45,2024-06-15,Gift Card,,10,24
63157,13.74,14:31:56,2024-01-06,Gift Card,,2,1
63158,26.34,16:55:49,2024-11-25,Credit/Debit,,4,48
63159,23.28,20:49:35,2024-05-06,Credit/Debit,716,,19
63160,44.42,16:24:36,2024-08-20,Credit/Debit,,8,34
63161,12.85,20:09:33,2024-10-02,Credit/Debit,370,,40
63162,10.25,21:26:57,2024-03-15,Credit/Debit,,1,11
63163,42.42,16:24:56,2024-05-23,Gift Card,934,,21
63164,46.64,13:10:26,2024-09-16,Gift Card,525,,38
63165,29.18,17:48:22,2024-06-29,Gift Card,,8,26
63166,34.83,20:53:55,2024-10-12,Gift Card,,11,41
63167,5.08,21:45:27,2024-12-04,Credit/Debit,789,,49
63168,34.57,10:04:48,2024-09-27,Gift Card,,11,39
63169,36.41,16:56:35,2024-12-02,Gift Card,,4,49
63170,9.75,18:15:22,2024-11-23,Gift Card,803,,47
63171,28.24,17:03:26,2024-05-18,Credit/Debit,,6,20
63172,34.98,16:31:43,2024-06-25,Credit/Debit,692,,26
63173,21.49,18:59:06,2024-11-26,Gift Card,255,,48
63174,18.67,13:37:06,2024-03-24,Gift Card,,3,12
63175,31.56,16:46:45,2024-04-23,Gift Card,781,,17
63176,16.3,17:07:02,2024-10-18,Gift Card,,3,42
63177,15.39,10:43:03,2024-09-18,Credit/Debit,144,,38
63178,26.22,17:17:53,2024-02-12,Gift Card,515,,7
63179,8.97,16:22:31,2024-11-19,Credit/Debit,,10,47
63180,35.27,15:00:46,2024-04-21,Credit/Debit,,6,16
63181,11.57,21:44:51,2024-02-12,Gift Card,57,,7
63182,18.16,13:26:18,2024-01-25,Credit/Debit,,4,4
63183,13.87,20:37:01,2024-07-12,Credit/Debit,,10,28
63184,8.99,18:47:23,2024-01-07,Credit/Debit,,3,1
63185,6.57,16:43:07,2024-02-25,Gift Card,,7,8
63186,11.09,15:32:44,2024-09-10,Credit/Debit,864,,37
63187,30.06,11:18:09,2024-07-19,Credit/Debit,,8,29
63188,35.76,20:53:57,2024-09-15,Credit/Debit,215,,37
63189,19.4,11:14:53,2024-06-25,Gift Card,,2,26
63190,28.95,19:45:06,2024-12-06,Gift Card,156,,49
63191,44.59,14:03:21,2024-09-01,Credit/Debit,,4,35
63192,49.27,14:53:34,2024-03-20,Credit/Debit,,8,12
63193,18.61,11:47:57,2024-11-28,Credit/Debit,92,,48
63194,39.35,21:02:38,2024-10-31,Gift Card,,3,44
63195,38.5,16:49:31,2024-08-05,Credit/Debit,172,,32
63196,18.86,18:24:37,2024-05-21,Credit/Debit,189,,21
63197,14.84,17:27:37,2024-06-23,Gift Card,79,,25
63198,22.87,11:11:41,2024-06-30,Gift Card,,6,26
63199,37.51,18:55:34,2024-04-30,Gift Card,10,,18
63200,30.57,14:33:13,2024-12-03,Credit/Debit,,4,49
63201,13.16,17:07:06,2024-08-28,Gift Card,,3,35
63202,10.12,12:08:22,2024-09-01,Credit/Debit,,4,35
63203,37.63,13:10:05,2024-08-31,Gift Card,,12,35
63204,39.46,16:02:24,2024-02-17,Gift Card,537,,7
63205,20.79,18:08:43,2024-03-04,Gift Card,,7,10
63206,48.27,14:51:39,2024-11-30,Credit/Debit,360,,48
63207,6.79,11:37:03,2024-08-18,Gift Card,,9,33
63208,18.34,17:22:59,2024-05-28,Gift Card,,3,22
63209,32.33,13:49:21,2024-11-11,Gift Card,51,,46
63210,23.55,14:37:46,2024-07-31,Gift Card,303,,31
63211,29.84,14:05:56,2024-06-27,Credit/Debit,,11,26
63212,28.3,12:12:58,2024-03-26,Credit/Debit,,10,13
63213,37.49,11:38:10,2024-10-11,Gift Card,824,,41
63214,22.54,21:50:53,2024-02-10,Credit/Debit,322,,6
63215,45.97,12:38:08,2024-06-02,Gift Card,742,,22
63216,20.14,15:31:17,2024-05-03,Gift Card,,11,18
63217,41.27,16:38:22,2024-10-01,Gift Card,,9,40
63218,17.4,20:44:35,2024-04-14,Gift Card,,6,15
63219,9.55,17:37:48,2024-10-07,Credit/Debit,,13,41
63220,40.3,14:18:28,2024-02-21,Gift Card,,8,8
63221,12.79,17:25:47,2024-08-17,Gift Card,931,,33
63222,9.45,11:40:53,2024-07-31,Credit/Debit,,1,31
63223,11.77,16:08:53,2024-07-12,Gift Card,,11,28
63224,33.32,17:56:36,2024-07-17,Credit/Debit,,1,29
63225,49.72,20:51:12,2024-06-10,Gift Card,245,,24
63226,30.78,20:28:00,2024-10-23,Credit/Debit,,10,43
63227,22.38,14:02:28,2024-09-05,Credit/Debit,579,,36
63228,26.22,13:28:25,2024-09-30,Gift Card,,5,40
63229,13.93,21:16:42,2024-08-20,Credit/Debit,,11,34
63230,47.81,21:32:09,2024-10-04,Credit/Debit,,2,40
63231,30.85,17:32:26,2024-10-04,Gift Card,875,,40
63232,24.39,16:26:33,2024-05-17,Credit/Debit,,5,20
63233,27.11,14:31:11,2024-08-20,Credit/Debit,783,,34
63234,9.95,13:34:56,2024-10-08,Credit/Debit,,10,41
63235,18.61,17:04:33,2024-03-27,Credit/Debit,214,,13
63236,21.3,21:16:13,2024-10-29,Credit/Debit,914,,44
63237,23.11,16:51:49,2024-06-24,Credit/Debit,,10,26
63238,10.58,21:04:54,2024-08-25,Credit/Debit,73,,34
63239,10.27,19:38:07,2024-09-28,Gift Card,225,,39
63240,29.46,11:59:17,2024-08-29,Gift Card,,2,35
63241,18.8,18:09:54,2024-03-31,Gift Card,645,,13
63242,19.47,17:02:20,2024-01-28,Gift Card,502,,4
63243,39.65,17:51:48,2024-10-24,Credit/Debit,,9,43
63244,47.52,10:48:46,2024-11-11,Gift Card,,12,46
63245,22.61,15:43:12,2024-05-01,Gift Card,317,,18
63246,24.2,17:11:24,2024-08-20,Credit/Debit,538,,34
63247,16.4,13:18:40,2024-09-22,Gift Card,15,,38
63248,11.09,11:25:29,2024-09-11,Credit/Debit,254,,37
63249,21.54,13:54:28,2024-04-15,Gift Card,559,,16
63250,37.99,12:53:17,2024-02-25,Gift Card,6,,8
63251,15.49,16:13:09,2024-03-02,Gift Card,,13,9
63252,25.27,18:04:36,2024-06-21,Credit/Debit,206,,25
63253,35.78,18:52:07,2024-05-04,Gift Card,995,,18
63254,25.41,16:23:10,2024-12-05,Gift Card,,11,49
63255,35.2,20:58:32,2024-06-08,Gift Card,910,,23
63256,37.71,20:10:25,2024-01-12,Gift Card,158,,2
63257,35.14,13:27:05,2024-03-12,Gift Card,,1,11
63258,7.46,20:34:53,2024-06-15,Gift Card,,12,24
63259,41.51,14:07:01,2024-04-19,Gift Card,591,,16
63260,35.9,12:01:59,2024-01-15,Credit/Debit,,2,3
63261,26.05,17:54:23,2024-10-31,Gift Card,,11,44
63262,20.76,11:58:29,2024-10-02,Credit/Debit,633,,40
63263,42.83,21:02:14,2024-01-31,Gift Card,626,,5
63264,22.51,17:32:22,2024-09-28,Credit/Debit,,8,39
63265,35.36,16:42:26,2024-05-21,Gift Card,120,,21
63266,48.15,18:58:57,2024-06-05,Gift Card,446,,23
63267,25.47,14:59:31,2024-01-05,Credit/Debit,63,,1
63268,18.52,17:19:47,2024-05-08,Credit/Debit,470,,19
63269,47.08,11:48:52,2024-01-18,Gift Card,186,,3
63270,9.44,21:23:01,2024-09-16,Gift Card,,3,38
63271,15.41,11:50:51,2024-10-09,Gift Card,842,,41
63272,20.61,13:43:33,2024-01-20,Credit/Debit,890,,3
63273,5.72,19:33:47,2024-01-11,Gift Card,423,,2
63274,34.05,19:52:52,2024-02-09,Credit/Debit,676,,6
63275,40.82,15:08:43,2024-11-12,Credit/Debit,10,,46
63276,28.06,18:48:52,2024-03-22,Credit/Debit,,2,12
63277,25.1,17:46:31,2024-04-13,Credit/Debit,,2,15
63278,34.74,14:45:13,2024-05-14,Gift Card,,13,20
